Codigo_Curso;Nome_Do_Curso;Centro_de_Ensino;cd_subgrupo;nm_subgrupo;nu_pergunta;pergunta;ORDEM_OPCOES;OPCAO;Porcentagem;Respostas;Total_do_Curso
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1812;2.6 - Espaços de convivência e de alimentação próximas ao bloco onde estuda;8003;Regular;26.0869565217391;6;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1812;2.6 - Espaços de convivência e de alimentação próximas ao bloco onde estuda;8004;Ruim;13.0434782608696;3;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1812;2.6 - Espaços de convivência e de alimentação próximas ao bloco onde estuda;8005;Péssimo;13.0434782608696;3;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1812;2.6 - Espaços de convivência e de alimentação próximas ao bloco onde estuda;8006;Não se aplica;0.0;0;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1812;2.6 - Espaços de convivência e de alimentação próximas ao bloco onde estuda;8076;Não sei informar;0.0;0;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1817;2.7 - Acessibilidade física e instalações sanitárias para pessoas com deficiência e/ou mobilidade reduzida no bloco onde estuda;8077;Ótimo;13.0434782608696;3;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1817;2.7 - Acessibilidade física e instalações sanitárias para pessoas com deficiência e/ou mobilidade reduzida no bloco onde estuda;8078;Bom;34.7826086956522;8;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1817;2.7 - Acessibilidade física e instalações sanitárias para pessoas com deficiência e/ou mobilidade reduzida no bloco onde estuda;8079;Regular;17.3913043478261;4;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1817;2.7 - Acessibilidade física e instalações sanitárias para pessoas com deficiência e/ou mobilidade reduzida no bloco onde estuda;8080;Ruim;17.3913043478261;4;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1817;2.7 - Acessibilidade física e instalações sanitárias para pessoas com deficiência e/ou mobilidade reduzida no bloco onde estuda;8081;Péssimo;4.34782608695652;1;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1817;2.7 - Acessibilidade física e instalações sanitárias para pessoas com deficiência e/ou mobilidade reduzida no bloco onde estuda;8082;Não se aplica;0.0;0;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1817;2.7 - Acessibilidade física e instalações sanitárias para pessoas com deficiência e/ou mobilidade reduzida no bloco onde estuda;8107;Não sei informar;13.0434782608696;3;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1818;2.8 - Acessibilidade pedagógica, atitudinal e das comunicações para pessoas com deficiência;8083;Ótimo;4.34782608695652;1;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1818;2.8 - Acessibilidade pedagógica, atitudinal e das comunicações para pessoas com deficiência;8084;Bom;8.69565217391304;2;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1818;2.8 - Acessibilidade pedagógica, atitudinal e das comunicações para pessoas com deficiência;8085;Regular;4.34782608695652;1;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1818;2.8 - Acessibilidade pedagógica, atitudinal e das comunicações para pessoas com deficiência;8086;Ruim;4.34782608695652;1;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1818;2.8 - Acessibilidade pedagógica, atitudinal e das comunicações para pessoas com deficiência;8087;Péssimo;4.34782608695652;1;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1818;2.8 - Acessibilidade pedagógica, atitudinal e das comunicações para pessoas com deficiência;8088;Não se aplica;4.34782608695652;1;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1818;2.8 - Acessibilidade pedagógica, atitudinal e das comunicações para pessoas com deficiência;8108;Não sei informar;69.5652173913043;16;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1819;2.9 - Acesso à rede wi-fi da UEM nas dependências da Universidade;8089;Ótimo;8.69565217391304;2;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1819;2.9 - Acesso à rede wi-fi da UEM nas dependências da Universidade;8090;Bom;34.7826086956522;8;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1819;2.9 - Acesso à rede wi-fi da UEM nas dependências da Universidade;8091;Regular;47.8260869565217;11;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1819;2.9 - Acesso à rede wi-fi da UEM nas dependências da Universidade;8092;Ruim;0.0;0;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1819;2.9 - Acesso à rede wi-fi da UEM nas dependências da Universidade;8093;Péssimo;8.69565217391304;2;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1819;2.9 - Acesso à rede wi-fi da UEM nas dependências da Universidade;8094;Não se aplica;0.0;0;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1819;2.9 - Acesso à rede wi-fi da UEM nas dependências da Universidade;8109;Não sei informar;0.0;0;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1820;2.10 - Acesso às informações na página da UEM – www.uem.br;8095;Ótimo;13.0434782608696;3;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1820;2.10 - Acesso às informações na página da UEM – www.uem.br;8096;Bom;47.8260869565217;11;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1820;2.10 - Acesso às informações na página da UEM – www.uem.br;8097;Regular;30.4347826086957;7;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1820;2.10 - Acesso às informações na página da UEM – www.uem.br;8098;Ruim;0.0;0;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1820;2.10 - Acesso às informações na página da UEM – www.uem.br;8099;Péssimo;0.0;0;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1820;2.10 - Acesso às informações na página da UEM – www.uem.br;8100;Não se aplica;4.34782608695652;1;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1820;2.10 - Acesso às informações na página da UEM – www.uem.br;8110;Não sei informar;4.34782608695652;1;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1821;2.11 - Disponibilidade e estrutura de auditórios para o atendimento às demandas do curso;8101;Ótimo;4.34782608695652;1;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1821;2.11 - Disponibilidade e estrutura de auditórios para o atendimento às demandas do curso;8102;Bom;39.1304347826087;9;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1821;2.11 - Disponibilidade e estrutura de auditórios para o atendimento às demandas do curso;8103;Regular;21.7391304347826;5;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1821;2.11 - Disponibilidade e estrutura de auditórios para o atendimento às demandas do curso;8104;Ruim;4.34782608695652;1;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1821;2.11 - Disponibilidade e estrutura de auditórios para o atendimento às demandas do curso;8105;Péssimo;0.0;0;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1821;2.11 - Disponibilidade e estrutura de auditórios para o atendimento às demandas do curso;8106;Não se aplica;4.34782608695652;1;23
8;Administração;CSA;233;2. Avaliação discente sobre a infraestrutura;1821;2.11 - Disponibilidade e estrutura de auditórios para o atendimento às demandas do curso;8111;Não sei informar;26.0869565217391;6;23
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1806;3.1 - Oportunidade para participar de Programa de Monitoria como monitor de disciplinas;8007;Ótimo;12.5;2;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1806;3.1 - Oportunidade para participar de Programa de Monitoria como monitor de disciplinas;8008;Bom;18.75;3;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1806;3.1 - Oportunidade para participar de Programa de Monitoria como monitor de disciplinas;8009;Regular;0.0;0;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1806;3.1 - Oportunidade para participar de Programa de Monitoria como monitor de disciplinas;8010;Ruim;12.5;2;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1806;3.1 - Oportunidade para participar de Programa de Monitoria como monitor de disciplinas;8011;Péssimo;0.0;0;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1806;3.1 - Oportunidade para participar de Programa de Monitoria como monitor de disciplinas;8012;Não se aplica;12.5;2;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1806;3.1 - Oportunidade para participar de Programa de Monitoria como monitor de disciplinas;8013;Não sei informar;43.75;7;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1807;3.2 - Oportunidade para participar de Projeto de Iniciação Científica (PIC ou PIBIC);8014;Ótimo;18.75;3;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1807;3.2 - Oportunidade para participar de Projeto de Iniciação Científica (PIC ou PIBIC);8015;Bom;37.5;6;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1807;3.2 - Oportunidade para participar de Projeto de Iniciação Científica (PIC ou PIBIC);8016;Regular;6.25;1;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1807;3.2 - Oportunidade para participar de Projeto de Iniciação Científica (PIC ou PIBIC);8017;Ruim;0.0;0;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1807;3.2 - Oportunidade para participar de Projeto de Iniciação Científica (PIC ou PIBIC);8018;Péssimo;6.25;1;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1807;3.2 - Oportunidade para participar de Projeto de Iniciação Científica (PIC ou PIBIC);8019;Não se aplica;6.25;1;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1807;3.2 - Oportunidade para participar de Projeto de Iniciação Científica (PIC ou PIBIC);8020;Não sei informar;25.0;4;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1808;3.3 - Oportunidade para participar de Projetos de Pesquisa, de Ensino e de Extensão;8021;Ótimo;31.25;5;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1808;3.3 - Oportunidade para participar de Projetos de Pesquisa, de Ensino e de Extensão;8022;Bom;37.5;6;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1808;3.3 - Oportunidade para participar de Projetos de Pesquisa, de Ensino e de Extensão;8023;Regular;0.0;0;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1808;3.3 - Oportunidade para participar de Projetos de Pesquisa, de Ensino e de Extensão;8024;Ruim;0.0;0;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1808;3.3 - Oportunidade para participar de Projetos de Pesquisa, de Ensino e de Extensão;8025;Péssimo;6.25;1;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1808;3.3 - Oportunidade para participar de Projetos de Pesquisa, de Ensino e de Extensão;8026;Não se aplica;6.25;1;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1808;3.3 - Oportunidade para participar de Projetos de Pesquisa, de Ensino e de Extensão;8027;Não sei informar;18.75;3;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1809;3.4 - Oportunidade para participar de Programa de Preceptoria como preceptor;8028;Ótimo;12.5;2;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1809;3.4 - Oportunidade para participar de Programa de Preceptoria como preceptor;8029;Bom;12.5;2;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1809;3.4 - Oportunidade para participar de Programa de Preceptoria como preceptor;8030;Regular;0.0;0;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1809;3.4 - Oportunidade para participar de Programa de Preceptoria como preceptor;8031;Ruim;6.25;1;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1809;3.4 - Oportunidade para participar de Programa de Preceptoria como preceptor;8032;Péssimo;6.25;1;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1809;3.4 - Oportunidade para participar de Programa de Preceptoria como preceptor;8033;Não se aplica;12.5;2;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1809;3.4 - Oportunidade para participar de Programa de Preceptoria como preceptor;8034;Não sei informar;50.0;8;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1810;3.5 - Oportunidade para participar de Programa de Bolsa Permanência;8035;Ótimo;6.25;1;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1810;3.5 - Oportunidade para participar de Programa de Bolsa Permanência;8036;Bom;6.25;1;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1810;3.5 - Oportunidade para participar de Programa de Bolsa Permanência;8037;Regular;6.25;1;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1810;3.5 - Oportunidade para participar de Programa de Bolsa Permanência;8038;Ruim;0.0;0;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1810;3.5 - Oportunidade para participar de Programa de Bolsa Permanência;8039;Péssimo;0.0;0;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1810;3.5 - Oportunidade para participar de Programa de Bolsa Permanência;8040;Não se aplica;12.5;2;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1810;3.5 - Oportunidade para participar de Programa de Bolsa Permanência;8041;Não sei informar;68.75;11;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1811;3.6 - Oportunidade para participar do Programa de Educação Tutotial (PET);8042;Ótimo;0.0;0;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1811;3.6 - Oportunidade para participar do Programa de Educação Tutotial (PET);8043;Bom;12.5;2;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1811;3.6 - Oportunidade para participar do Programa de Educação Tutotial (PET);8044;Regular;6.25;1;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1811;3.6 - Oportunidade para participar do Programa de Educação Tutotial (PET);8045;Ruim;0.0;0;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1811;3.6 - Oportunidade para participar do Programa de Educação Tutotial (PET);8046;Péssimo;0.0;0;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1811;3.6 - Oportunidade para participar do Programa de Educação Tutotial (PET);8047;Não se aplica;37.5;6;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1811;3.6 - Oportunidade para participar do Programa de Educação Tutotial (PET);8048;Não sei informar;43.75;7;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1813;3.7 - Oportunidade para participar do Programa Institucional de Bolsa à Iniciação à Docência (PIBID);8049;Ótimo;0.0;0;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1813;3.7 - Oportunidade para participar do Programa Institucional de Bolsa à Iniciação à Docência (PIBID);8050;Bom;18.75;3;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1813;3.7 - Oportunidade para participar do Programa Institucional de Bolsa à Iniciação à Docência (PIBID);8051;Regular;0.0;0;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1813;3.7 - Oportunidade para participar do Programa Institucional de Bolsa à Iniciação à Docência (PIBID);8052;Ruim;6.25;1;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1813;3.7 - Oportunidade para participar do Programa Institucional de Bolsa à Iniciação à Docência (PIBID);8053;Péssimo;0.0;0;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1813;3.7 - Oportunidade para participar do Programa Institucional de Bolsa à Iniciação à Docência (PIBID);8054;Não se aplica;18.75;3;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1813;3.7 - Oportunidade para participar do Programa Institucional de Bolsa à Iniciação à Docência (PIBID);8055;Não sei informar;56.25;9;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1814;3.8 - Oportunidade para participar do Programa Institucional de Bolsa de Iniciação em Desenvolvimento Tecnológico e Inovação (PIBITI);8056;Ótimo;0.0;0;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1814;3.8 - Oportunidade para participar do Programa Institucional de Bolsa de Iniciação em Desenvolvimento Tecnológico e Inovação (PIBITI);8057;Bom;18.75;3;16
8;Administração;CSA;234;3. Avaliação discente sobre a oportunidade para a participação em projetos e programas;1814;3.8 - Oportunidade para participar do Programa Institucional de Bolsa de Iniciação em Desenvolvimento Tecnológico e Inovação (PIBITI);8058;Regular;0.0;0;16
