"NOME_INSTRUMENTO","ANO_INSTRUMENTO","DATA_INICIO","DATA_FIM","CODIGO_CURSO","NOME_CURSO","TIPO_NIVEL","CODIGO_GRUPO","NOME_GRUPO","CODIGO_SUBGRUUPO","NOME_SUBGRUPO","CÓDIGO_DISCIPLINA","DISCIPLINA","ORDEM_PERGUNTA","CODIGO_PERGUNTA","PERGUNTA","ORDEM_OPCOES","OPCAO","PORCENTAGEM","RESPOSTAS","TOTAL_DO_CURSO"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","5","1747","1.5- Durante a realização do seu curso de graduação, sua fonte de renda provém de:","7720","emprego fixo","66.7","6","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","5","1747","1.5- Durante a realização do seu curso de graduação, sua fonte de renda provém de:","7721","trabalho informal","11.1","1","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","5","1747","1.5- Durante a realização do seu curso de graduação, sua fonte de renda provém de:","7722","prestação de serviço","11.1","1","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","5","1747","1.5- Durante a realização do seu curso de graduação, sua fonte de renda provém de:","7723","auxílio Brasil ","0.0","0","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","5","1747","1.5- Durante a realização do seu curso de graduação, sua fonte de renda provém de:","7724","familiares","11.1","1","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","6","1748","1.6- Neste período de isolamento social, você teve a sua renda reduzida em decorrência da pandemia e da crise econômica e social?","7725","Sim.","77.8","7","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","6","1748","1.6- Neste período de isolamento social, você teve a sua renda reduzida em decorrência da pandemia e da crise econômica e social?","7726","Não.","22.2","2","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","7","1749","1.7- Qual é a renda per capita familiar, em salário mínimo (SM)? ","7727","de ½  a 1 SM","11.1","1","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","7","1749","1.7- Qual é a renda per capita familiar, em salário mínimo (SM)? ","7728","1 SM e ½ SM","44.4","4","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","7","1749","1.7- Qual é a renda per capita familiar, em salário mínimo (SM)? ","7729","de 2 SM a 3 SM","22.2","2","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","7","1749","1.7- Qual é a renda per capita familiar, em salário mínimo (SM)? ","7730","de 3 a 6 SM","22.2","2","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","7","1749","1.7- Qual é a renda per capita familiar, em salário mínimo (SM)? ","7731","mais de  6 SM","0.0","0","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","8","1750","1.8-   Caso tenha autonomia financeira, qual é a sua renda, em salário mínimo (SM)?","7732","de ½  a 1 SM","11.1","1","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","8","1750","1.8-   Caso tenha autonomia financeira, qual é a sua renda, em salário mínimo (SM)?","7733","1 SM e ½ SM","55.6","5","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","8","1750","1.8-   Caso tenha autonomia financeira, qual é a sua renda, em salário mínimo (SM)?","7734","de 2 SM a 3 SM","0.0","0","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","8","1750","1.8-   Caso tenha autonomia financeira, qual é a sua renda, em salário mínimo (SM)?","7735","de 3 a 6 SM","33.3","3","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","8","1750","1.8-   Caso tenha autonomia financeira, qual é a sua renda, em salário mínimo (SM)?","7736","mais de  6 SM","0.0","0","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","1","1752","2.1- Você já teve ou tem algum desses problemas de saúde?","7737","Diabetes","0.0","0","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","1","1752","2.1- Você já teve ou tem algum desses problemas de saúde?","7738","Hipertensão","11.1","1","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","1","1752","2.1- Você já teve ou tem algum desses problemas de saúde?","7739","Doenças cardíacas","0.0","0","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","1","1752","2.1- Você já teve ou tem algum desses problemas de saúde?","7740","Problema respiratóri","0.0","0","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","1","1752","2.1- Você já teve ou tem algum desses problemas de saúde?","7741","Enferm. hematológica","0.0","0","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","1","1752","2.1- Você já teve ou tem algum desses problemas de saúde?","7742","Doença Renal crônica","0.0","0","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","1","1752","2.1- Você já teve ou tem algum desses problemas de saúde?","7743","Imunodepressão. ","0.0","0","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","1","1752","2.1- Você já teve ou tem algum desses problemas de saúde?","7744","Não","88.9","8","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","2","1753","2.2- Atualmente, você está sentindo  alguns dessas manifestações?","7745","Sono agitado","33.3","3","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","2","1753","2.2- Atualmente, você está sentindo  alguns dessas manifestações?","7746","Insônia","33.3","3","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","2","1753","2.2- Atualmente, você está sentindo  alguns dessas manifestações?","7747","Ideação suicida","0.0","0","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","2","1753","2.2- Atualmente, você está sentindo  alguns dessas manifestações?","7748","Desesperança","0.0","0","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","2","1753","2.2- Atualmente, você está sentindo  alguns dessas manifestações?","7749","Anedonia","0.0","0","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","2","1753","2.2- Atualmente, você está sentindo  alguns dessas manifestações?","7750","Não sinto nenhuma","33.3","3","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","3","1754","2.3- Atualmente você está em tratamento de alguma dessas psicopatologias diagnosticadas?","7751","Transtorn.depressivo","0.0","0","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","3","1754","2.3- Atualmente você está em tratamento de alguma dessas psicopatologias diagnosticadas?","7752","Transtorno ansiedade","44.4","4","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","3","1754","2.3- Atualmente você está em tratamento de alguma dessas psicopatologias diagnosticadas?","7753","Síndrome do pânico","0.0","0","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","3","1754","2.3- Atualmente você está em tratamento de alguma dessas psicopatologias diagnosticadas?","7754","Neuro.obses.compulsi","0.0","0","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","3","1754","2.3- Atualmente você está em tratamento de alguma dessas psicopatologias diagnosticadas?","7755","Não","55.6","5","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","4","1755","2.4- Apresenta alguma Deficiência ou Necessidade Educacional Especial?","7756","Deficiência visual","0.0","0","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","4","1755","2.4- Apresenta alguma Deficiência ou Necessidade Educacional Especial?","7757","Deficiência auditiva","0.0","0","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","4","1755","2.4- Apresenta alguma Deficiência ou Necessidade Educacional Especial?","7758","Deficiênc.intelectua","0.0","0","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","4","1755","2.4- Apresenta alguma Deficiência ou Necessidade Educacional Especial?","7759","Deficiência física ","0.0","0","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","4","1755","2.4- Apresenta alguma Deficiência ou Necessidade Educacional Especial?","7760","Espectro do autismo","0.0","0","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","4","1755","2.4- Apresenta alguma Deficiência ou Necessidade Educacional Especial?","7761","Não","100.0","9","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","5","1756","2.5- Já teve ou está com o diagnóstico do Covid-19?","7762","Sim, - de 30 dias","11.1","1","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","5","1756","2.5- Já teve ou está com o diagnóstico do Covid-19?","7763","Sim, + de 30 dias","44.4","4","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","5","1756","2.5- Já teve ou está com o diagnóstico do Covid-19?","7764","Não","44.4","4","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","6","1757","2.6- Se sim, ficou com sequelas do Covid-19?","7765","Sim.","33.3","3","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","6","1757","2.6- Se sim, ficou com sequelas do Covid-19?","7766","Não.","66.7","6","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","7","1758","2.7- Já tomou a 1ª dose da vacina?","7767","Sim, - de 30 dias","0.0","0","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","7","1758","2.7- Já tomou a 1ª dose da vacina?","7768","Sim, + de 30 dias","100.0","9","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","7","1758","2.7- Já tomou a 1ª dose da vacina?","7769","Não","0.0","0","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","8","1759","2.8- Já tomou a 1ª  e  2ª dose ou dose única da vacina?","7770","Sim, - de 30 dias","11.1","1","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","8","1759","2.8- Já tomou a 1ª  e  2ª dose ou dose única da vacina?","7771","Sim, + de 30 dias","88.9","8","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","8","1759","2.8- Já tomou a 1ª  e  2ª dose ou dose única da vacina?","7772","Não","0.0","0","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","9","1760","2.9- Sente seguro(a) para retornar as aulas presenciais?","7773","Sim.","33.3","3","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","9","1760","2.9- Sente seguro(a) para retornar as aulas presenciais?","7774","Não.","66.7","6","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","10","1761","2.10-  Na sua avaliação qual modelo de ensino é o mais adequado?","7775","Ensino presencial","11.1","1","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","221","II. Informações sobre Saúde","0","0","10","1761","2.10-  Na sua avaliação qual modelo de ensino é o mais adequado?","7776","Híbrido","88.9","8","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","222","III- Avaliação sobre o Instrumento de Consulta","0","0","1","1763","3.1- Como você avalia este Instrumento de Consulta?","7777","Ótimo.","11.1","1","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","222","III- Avaliação sobre o Instrumento de Consulta","0","0","1","1763","3.1- Como você avalia este Instrumento de Consulta?","7778","Bom.","77.8","7","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","222","III- Avaliação sobre o Instrumento de Consulta","0","0","1","1763","3.1- Como você avalia este Instrumento de Consulta?","7779","Regular.","11.1","1","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","222","III- Avaliação sobre o Instrumento de Consulta","0","0","1","1763","3.1- Como você avalia este Instrumento de Consulta?","7780","Ruim.","0.0","0","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5022","Administração","Doutorado","54","Perguntas:","222","III- Avaliação sobre o Instrumento de Consulta","0","0","1","1763","3.1- Como você avalia este Instrumento de Consulta?","7781","Péssimo.","0.0","0","9"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5006","Agronomia","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","1","1743","1.1- Para a retornar  à  realização presencial do seu curso, você residirá na cidade:","7710","sede do seu curso.","33.3","1","3"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5006","Agronomia","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","1","1743","1.1- Para a retornar  à  realização presencial do seu curso, você residirá na cidade:","7711","fora da sede.","66.7","2","3"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5006","Agronomia","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","2","1744","1.2- Onde irá residir para a realização presencial do seu curso?","7712","com sua família.","66.7","2","3"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5006","Agronomia","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","2","1744","1.2- Onde irá residir para a realização presencial do seu curso?","7713","em república.","0.0","0","3"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5006","Agronomia","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","2","1744","1.2- Onde irá residir para a realização presencial do seu curso?","7714","em pensão.","0.0","0","3"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5006","Agronomia","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","2","1744","1.2- Onde irá residir para a realização presencial do seu curso?","7715","sozinho.","33.3","1","3"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5006","Agronomia","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","2","1744","1.2- Onde irá residir para a realização presencial do seu curso?","7716","em outro lugar.","0.0","0","3"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5006","Agronomia","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","3","1745","1.3- Você conseguirá retornar para as aulas presenciais?","7717","Sim.","100.0","3","3"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5006","Agronomia","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","3","1745","1.3- Você conseguirá retornar para as aulas presenciais?","7718","Não.","0.0","0","3"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5006","Agronomia","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","5","1747","1.5- Durante a realização do seu curso de graduação, sua fonte de renda provém de:","7719","bolsas","33.3","1","3"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5006","Agronomia","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","5","1747","1.5- Durante a realização do seu curso de graduação, sua fonte de renda provém de:","7720","emprego fixo","33.3","1","3"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5006","Agronomia","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","5","1747","1.5- Durante a realização do seu curso de graduação, sua fonte de renda provém de:","7721","trabalho informal","0.0","0","3"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5006","Agronomia","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","5","1747","1.5- Durante a realização do seu curso de graduação, sua fonte de renda provém de:","7722","prestação de serviço","0.0","0","3"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5006","Agronomia","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","5","1747","1.5- Durante a realização do seu curso de graduação, sua fonte de renda provém de:","7723","auxílio Brasil ","0.0","0","3"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5006","Agronomia","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","5","1747","1.5- Durante a realização do seu curso de graduação, sua fonte de renda provém de:","7724","familiares","33.3","1","3"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5006","Agronomia","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","6","1748","1.6- Neste período de isolamento social, você teve a sua renda reduzida em decorrência da pandemia e da crise econômica e social?","7725","Sim.","0.0","0","3"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5006","Agronomia","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","6","1748","1.6- Neste período de isolamento social, você teve a sua renda reduzida em decorrência da pandemia e da crise econômica e social?","7726","Não.","100.0","3","3"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5006","Agronomia","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","7","1749","1.7- Qual é a renda per capita familiar, em salário mínimo (SM)? ","7727","de ½  a 1 SM","0.0","0","3"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5006","Agronomia","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","7","1749","1.7- Qual é a renda per capita familiar, em salário mínimo (SM)? ","7728","1 SM e ½ SM","0.0","0","3"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5006","Agronomia","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","7","1749","1.7- Qual é a renda per capita familiar, em salário mínimo (SM)? ","7729","de 2 SM a 3 SM","33.3","1","3"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5006","Agronomia","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","7","1749","1.7- Qual é a renda per capita familiar, em salário mínimo (SM)? ","7730","de 3 a 6 SM","0.0","0","3"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5006","Agronomia","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","7","1749","1.7- Qual é a renda per capita familiar, em salário mínimo (SM)? ","7731","mais de  6 SM","66.7","2","3"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5006","Agronomia","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","8","1750","1.8-   Caso tenha autonomia financeira, qual é a sua renda, em salário mínimo (SM)?","7732","de ½  a 1 SM","0.0","0","3"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5006","Agronomia","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","8","1750","1.8-   Caso tenha autonomia financeira, qual é a sua renda, em salário mínimo (SM)?","7733","1 SM e ½ SM","33.3","1","3"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5006","Agronomia","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","8","1750","1.8-   Caso tenha autonomia financeira, qual é a sua renda, em salário mínimo (SM)?","7734","de 2 SM a 3 SM","33.3","1","3"
"DCT Consulta ao Discente Pós-Graduação","2021","06/12/2021","20/02/2022","5006","Agronomia","Doutorado","54","Perguntas:","220","I. Informações Socioeconômicas","0","0","8","1750","1.8-   Caso tenha autonomia financeira, qual é a sua renda, em salário mínimo (SM)?","7735","de 3 a 6 SM","0.0","0","3"
