"NOME_INSTRUMENTO","ANO_INSTRUMENTO","DATA_INICIO","DATA_FIM","CODIGO_CURSO","NOME_CURSO","TIPO_NIVEL","CODIGO_GRUPO","NOME_GRUPO","CODIGO_SUBGRUUPO","NOME_SUBGRUPO","CÓDIGO_DISCIPLINA","DISCIPLINA","ORDEM_PERGUNTA","CODIGO_PERGUNTA","PERGUNTA","ORDEM_OPCOES","OPCAO","PORCENTAGEM","RESPOSTAS","TOTAL_DO_CURSO"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","190","I- Autoavaliação","0","0","6","1487","1.6- Como foi seu empenho em publicar artigos científicos (artigo completo ou resumo) para a divulgação dos resultados da sua pesquisa?","6794","Bom","0.0","0","1"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","190","I- Autoavaliação","0","0","6","1487","1.6- Como foi seu empenho em publicar artigos científicos (artigo completo ou resumo) para a divulgação dos resultados da sua pesquisa?","6795","Regular","0.0","0","1"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","190","I- Autoavaliação","0","0","6","1487","1.6- Como foi seu empenho em publicar artigos científicos (artigo completo ou resumo) para a divulgação dos resultados da sua pesquisa?","6796","Ruim","0.0","0","1"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","190","I- Autoavaliação","0","0","6","1487","1.6- Como foi seu empenho em publicar artigos científicos (artigo completo ou resumo) para a divulgação dos resultados da sua pesquisa?","7058","Péssimo","0.0","0","1"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","1","1488","2.1- Como você avalia as condições físicas da Biblioteca em relação à ventilação, à iluminação, à acústica, ao mobiliário e à limpeza?","6443","Ótimo","100.0","2","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","1","1488","2.1- Como você avalia as condições físicas da Biblioteca em relação à ventilação, à iluminação, à acústica, ao mobiliário e à limpeza?","6805","Bom","0.0","0","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","1","1488","2.1- Como você avalia as condições físicas da Biblioteca em relação à ventilação, à iluminação, à acústica, ao mobiliário e à limpeza?","6806","Regular","0.0","0","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","1","1488","2.1- Como você avalia as condições físicas da Biblioteca em relação à ventilação, à iluminação, à acústica, ao mobiliário e à limpeza?","6807","Ruim","0.0","0","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","1","1488","2.1- Como você avalia as condições físicas da Biblioteca em relação à ventilação, à iluminação, à acústica, ao mobiliário e à limpeza?","6808","Péssimo","0.0","0","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","1","1488","2.1- Como você avalia as condições físicas da Biblioteca em relação à ventilação, à iluminação, à acústica, ao mobiliário e à limpeza?","6809","Não se aplica","0.0","0","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","1","1488","2.1- Como você avalia as condições físicas da Biblioteca em relação à ventilação, à iluminação, à acústica, ao mobiliário e à limpeza?","6810","Não sei informar","0.0","0","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","2","1489","2.2- Como você avalia o espaço para estudo individual e em grupo na Biblioteca?","6812","Bom","0.0","0","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","2","1489","2.2- Como você avalia o espaço para estudo individual e em grupo na Biblioteca?","6813","Regular","0.0","0","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","2","1489","2.2- Como você avalia o espaço para estudo individual e em grupo na Biblioteca?","6814","Ruim","0.0","0","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","2","1489","2.2- Como você avalia o espaço para estudo individual e em grupo na Biblioteca?","6815","Péssimo","0.0","0","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","2","1489","2.2- Como você avalia o espaço para estudo individual e em grupo na Biblioteca?","6816","Não se aplica","0.0","0","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","2","1489","2.2- Como você avalia o espaço para estudo individual e em grupo na Biblioteca?","6817","Não sei informar","0.0","0","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","2","1489","2.2- Como você avalia o espaço para estudo individual e em grupo na Biblioteca?","7060","Ótimo","100.0","2","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","3","1490","2.3- Como você avalia a adequação do acervo da Biblioteca para atender às necessidades do seu Programa de Pós-Graduação?","6818","Bom","0.0","0","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","3","1490","2.3- Como você avalia a adequação do acervo da Biblioteca para atender às necessidades do seu Programa de Pós-Graduação?","6819","Regular","0.0","0","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","3","1490","2.3- Como você avalia a adequação do acervo da Biblioteca para atender às necessidades do seu Programa de Pós-Graduação?","6820","Ruim","0.0","0","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","3","1490","2.3- Como você avalia a adequação do acervo da Biblioteca para atender às necessidades do seu Programa de Pós-Graduação?","6821","Péssimo","0.0","0","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","3","1490","2.3- Como você avalia a adequação do acervo da Biblioteca para atender às necessidades do seu Programa de Pós-Graduação?","6822","Não se aplica","0.0","0","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","3","1490","2.3- Como você avalia a adequação do acervo da Biblioteca para atender às necessidades do seu Programa de Pós-Graduação?","6823","Não sei informar","0.0","0","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","3","1490","2.3- Como você avalia a adequação do acervo da Biblioteca para atender às necessidades do seu Programa de Pós-Graduação?","7061","Ótimo","100.0","2","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","4","1491","2.4- Como você avalia a informatização da Biblioteca?","6824","Bom","0.0","0","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","4","1491","2.4- Como você avalia a informatização da Biblioteca?","6825","Regular","0.0","0","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","4","1491","2.4- Como você avalia a informatização da Biblioteca?","6826","Ruim","0.0","0","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","4","1491","2.4- Como você avalia a informatização da Biblioteca?","6827","Péssimo","0.0","0","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","4","1491","2.4- Como você avalia a informatização da Biblioteca?","6828","Não se aplica","0.0","0","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","4","1491","2.4- Como você avalia a informatização da Biblioteca?","6829","Não sei informar","100.0","2","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","4","1491","2.4- Como você avalia a informatização da Biblioteca?","7062","Ótimo","0.0","0","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","5","1492","2.5- Como você avalia o atendimento pelos funcionários da Biblioteca?","6830","Bom","0.0","0","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","5","1492","2.5- Como você avalia o atendimento pelos funcionários da Biblioteca?","6831","Regular","0.0","0","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","5","1492","2.5- Como você avalia o atendimento pelos funcionários da Biblioteca?","6832","Ruim","0.0","0","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","5","1492","2.5- Como você avalia o atendimento pelos funcionários da Biblioteca?","6833","Péssimo","0.0","0","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","5","1492","2.5- Como você avalia o atendimento pelos funcionários da Biblioteca?","6834","Não se aplica","0.0","0","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","5","1492","2.5- Como você avalia o atendimento pelos funcionários da Biblioteca?","6835","Não sei informar","0.0","0","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","191","II- Avaliação sobre a Biblioteca","0","0","5","1492","2.5- Como você avalia o atendimento pelos funcionários da Biblioteca?","7063","Ótimo","100.0","2","2"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","192","III- Avaliação sobre a infraestrutura do Programa","0","0","1","1498","3.1- Como você avalia a estrutura de atendimento da secretaria do seu Programa de Pós-Graduação?","6836","Bom","0.0","0","1"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","192","III- Avaliação sobre a infraestrutura do Programa","0","0","1","1498","3.1- Como você avalia a estrutura de atendimento da secretaria do seu Programa de Pós-Graduação?","6837","Regular","0.0","0","1"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","192","III- Avaliação sobre a infraestrutura do Programa","0","0","1","1498","3.1- Como você avalia a estrutura de atendimento da secretaria do seu Programa de Pós-Graduação?","6838","Ruim","0.0","0","1"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","192","III- Avaliação sobre a infraestrutura do Programa","0","0","1","1498","3.1- Como você avalia a estrutura de atendimento da secretaria do seu Programa de Pós-Graduação?","6839","Péssimo","0.0","0","1"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","192","III- Avaliação sobre a infraestrutura do Programa","0","0","1","1498","3.1- Como você avalia a estrutura de atendimento da secretaria do seu Programa de Pós-Graduação?","6840","Não se aplica","0.0","0","1"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","192","III- Avaliação sobre a infraestrutura do Programa","0","0","1","1498","3.1- Como você avalia a estrutura de atendimento da secretaria do seu Programa de Pós-Graduação?","6841","Não sei informar","0.0","0","1"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","192","III- Avaliação sobre a infraestrutura do Programa","0","0","1","1498","3.1- Como você avalia a estrutura de atendimento da secretaria do seu Programa de Pós-Graduação?","7064","Ótimo","100.0","1","1"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","192","III- Avaliação sobre a infraestrutura do Programa","0","0","2","1499","3.2- Como você avalia a limpeza e a manutenção das salas do Programa de Pós-Graduação?","6501","Ótimo","100.0","1","1"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","192","III- Avaliação sobre a infraestrutura do Programa","0","0","2","1499","3.2- Como você avalia a limpeza e a manutenção das salas do Programa de Pós-Graduação?","6502","Bom","0.0","0","1"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","192","III- Avaliação sobre a infraestrutura do Programa","0","0","2","1499","3.2- Como você avalia a limpeza e a manutenção das salas do Programa de Pós-Graduação?","6842","Regular","0.0","0","1"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","192","III- Avaliação sobre a infraestrutura do Programa","0","0","2","1499","3.2- Como você avalia a limpeza e a manutenção das salas do Programa de Pós-Graduação?","6843","Ruim","0.0","0","1"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","192","III- Avaliação sobre a infraestrutura do Programa","0","0","2","1499","3.2- Como você avalia a limpeza e a manutenção das salas do Programa de Pós-Graduação?","6844","Péssimo","0.0","0","1"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","192","III- Avaliação sobre a infraestrutura do Programa","0","0","2","1499","3.2- Como você avalia a limpeza e a manutenção das salas do Programa de Pós-Graduação?","6845","Não se aplica","0.0","0","1"
"Avaliação pelo Discente Pós-Graduação 2021","2021","15/09/2021","15/10/2021","5023","Biociências e Fisiopatologia","Doutorado","46","Para as repostas, considere o período de 2019 a 2021.","192","III- Avaliação sobre a infraestrutura do Programa","0","0","2","1499","3.2- Como você avalia a limpeza e a manutenção das salas do Programa de Pós-Graduação?","6846","Não sei informar","0.0","0","1"
